,1,1,17.83,2.06,3/1/2011,1,2011
,2,1,12.51,0,3/1/2011,1,2011
,3,1,4.87,2.92,3/1/2011,1,2011
,4,1,8.35,0,3/1/2011,1,2011
,5,1,5.07,5.96,3/1/2011,1,2011
,6,1,0,7.01,3/1/2011,1,2011
,7,1,3.57,8.3,3/1/2011,1,2011
,8,1,11.87,0,3/1/2011,1,2011
,9,1,10.46,0.73,3/1/2011,1,2011
,10,1,5.24,2.1,3/1/2011,1,2011
,11,1,0,11.41,3/1/2011,1,2011
,12,1,8.43,0.63,3/1/2011,1,2011
,13,1,8.14,0,3/1/2011,1,2011
,14,1,9.01,0,3/1/2011,1,2011
,15,1,6.91,3.02,3/1/2011,1,2011
,16,1,11.1,0,3/1/2011,1,2011
,17,1,14.81,0,3/1/2011,1,2011
,18,1,6.6,2.2,3/1/2011,1,2011
,19,1,16.01,0,3/1/2011,1,2011
,20,1,14.21,0,3/1/2011,1,2011
,21,1,10.72,0,3/1/2011,1,2011
,22,1,15.31,0,3/1/2011,1,2011
,23,1,16.72,0,3/1/2011,1,2011
,24,1,12.97,0,3/1/2011,1,2011
,25,1,11.69,0,3/1/2011,1,2011
,26,1,7.7,0,3/1/2011,1,2011
,27,1,11.07,0,3/1/2011,1,2011
,28,1,12.84,0,3/1/2011,1,2011
,29,1,15.36,0,3/1/2011,1,2011
,30,1,10.33,0,3/1/2011,1,2011
,31,1,12.34,0,3/1/2011,1,2011
,32,1,9.07,0,3/1/2011,1,2011
,33,1,8.67,0,3/1/2011,1,2011
,34,1,15.8,0,3/1/2011,1,2011
,35,1,10.4,0,3/1/2011,1,2011
,36,1,8.8,0,3/1/2011,1,2011
,37,1,9.63,0,3/1/2011,1,2011
,38,1,8.22,0,3/1/2011,1,2011
,39,1,15.54,0,3/1/2011,1,2011
,40,1,10.86,0,3/1/2011,1,2011
,41,1,11.56,0,3/1/2011,1,2011
,42,1,9.95,0,3/1/2011,1,2011
,43,1,5,6,3/1/2011,1,2011
,44,1,10,3.9,3/1/2011,1,2011
,45,1,2.35,5.27,3/1/2011,1,2011
,46,1,3.71,5.26,3/1/2011,1,2011
,47,1,5.21,0,3/1/2011,1,2011
,48,1,12.23,0,3/1/2011,1,2011
,49,1,11.12,0,3/1/2011,1,2011
,50,1,10.52,0,3/1/2011,1,2011
,51,1,9.63,0,3/1/2011,1,2011
,52,1,14.37,0,3/1/2011,1,2011
